country,continent,year,tot_health_sp_pp,tot_health_sp_per_gdp,priv_share_health_sp,pocket_share_health_sp,gov_share_health_sp,gov_health_sp_pp,gov_prop_health_spending,pop,pop_dens,life_exp
Grenada,NA,2000,339,6.58,48,NA,52,177,13.2,103000,299,73.9
Guatemala,Americas,2000,94.9,5.53,60.3,NA,39.7,37.7,16.6,11700000,109,68
Guinea,Africa,2000,21.1,5.65,81.3,80.9,18.7,3.93,6.42,8240000,35.8,54.4
Guinea-Bissau,Africa,2000,10.7,6.18,83.8,51.5,16.2,1.74,2.25,1200000,44.2,52
Guyana,NA,2000,54.3,5.58,17.6,NA,82.4,44.8,9.98,747000,3.83,66.2
Haiti,Americas,2000,25.7,6.06,72.3,NA,27.7,7.12,16,8460000,310,57.4
Honduras,Americas,2000,62.2,5.38,33.2,NA,66.8,41.5,18.1,6570000,58.3,70.4
Hungary,Europe,2000,326,7.18,29.3,26.3,70.7,231,10.6,10200000,113,71.8
Iceland,Europe,2000,3030,9.73,18.5,18.5,81.5,2470,18.9,280000,2.8,80.1
India,Asia,2000,19.6,4.41,74,68,26,5.08,3.56,1060000000,354,62.9
Indonesia,Asia,2000,15.1,1.96,63.9,46.5,36.1,5.47,4.47,212000000,117,67.3
Iran,Asia,2000,231,4.59,58.4,56.2,41.6,96.2,8.41,65600000,40.6,73.6
Iraq,Asia,2000,34.3,2.8,98.9,98.9,1.14,0.39,0.1,23500000,54.3,66.7
Ireland,Europe,2000,1560,6.09,24.9,15.2,75.1,1170,14.7,3780000,55.9,76.6
Israel,Asia,2000,1460,7.35,36,24.6,64,932,9.7,5950000,278,78.7
Italy,Europe,2000,1550,8.02,27.5,24.5,72.5,1130,12.7,56700000,195,79.6
Jamaica,Americas,2000,190,5.47,47.4,NA,52.6,99.7,6.59,2650000,245,74
Japan,Asia,2000,2830,7.71,19.2,15.4,80.8,2290,15.9,128000000,350,81.4
Jordan,Asia,2000,169,9.65,52,39,48,81.3,10.9,5120000,57.5,72.8
Kazakhstan,NA,2000,51,4.17,49.1,48.4,50.9,25.9,9.15,14900000,5.58,65.5
Kenya,Africa,2000,19,4.68,53.7,43.2,46.3,8.81,10.3,32000000,55.3,55.6
Kiribati,NA,2000,64.4,7.91,5.4,NA,94.6,60.9,8.74,84400,104,59.3
Kuwait,Asia,2000,488,2.51,24,22.4,76,370,5.5,2050000,115,78.6
Kyrgyz Republic,NA,2000,12.9,4.68,55.7,49.8,44.3,5.73,12,4920000,25.7,66.9
Lao,NA,2000,10.8,3.32,64.9,59.6,35.1,3.8,5.78,5320000,23.1,57.1
Latvia,NA,2000,197,5.96,45.6,NA,54.4,107,8.68,2380000,38.3,70.7
Lebanon,Asia,2000,455,9.87,67.4,52.4,32.6,148,7.88,3840000,316,75.4
Lesotho,Africa,2000,26.6,7.01,48.8,36.1,51.2,13.6,6.49,2030000,61.6,48.9
Liberia,Africa,2000,9.96,5.06,73.6,36.4,26.4,2.63,8.97,2850000,29.9,54.3
Libya,Africa,2000,216,3.28,42.8,42.8,57.2,124,6,5360000,3.04,73.2
Lithuania,NA,2000,212,6.46,30.3,NA,69.7,148,11.6,3500000,55.9,72.3
Luxembourg,NA,2000,3470,7.48,14.9,11.8,85.1,2960,16.9,436000,168,78
Madagascar,Africa,2000,9.38,3.71,33.5,17.7,66.5,6.23,15.6,15800000,27.1,58.9
Malawi,Africa,2000,9.41,6.06,54.2,22,45.8,4.31,8.98,11100000,121,44.6
Malaysia,Asia,2000,125,3.11,41,29.6,59,73.5,8.01,23200000,70.6,72.8
Maldives,NA,2000,162,7.1,41.5,23,58.5,94.8,11.3,279000,935,72.3
Mali,Africa,2000,14.8,6.29,67.1,66.5,32.9,4.87,8.89,10900000,8.99,53.3
Malta,NA,2000,643,6.7,27.5,NA,72.5,466,12.1,394000,1240,78.5
Marshall Islands,NA,2000,466,22.6,12,9.06,88,410,21.1,50800,290,61.7
Mauritania,Africa,2000,24.3,5.96,33.5,31.6,66.5,16.1,12.8,2630000,2.63,63.5
Mauritius,Africa,2000,145,3.72,48,35.8,52,75.5,8.71,1190000,584,72.2
Mexico,Americas,2000,328,5.07,53.4,NA,46.6,153,16.6,98900000,52.3,74.6
"Micronesia, Fed. Sts.",NA,2000,170,8.08,6.15,6.15,93.8,160,10.9,107000,153,65.2
Moldova,NA,2000,23.6,6.65,51.5,42.9,48.5,11.4,9.55,4200000,128,68.6
Monaco,NA,2000,2440,3.24,12.9,7,87.1,2120,14.2,32100,21500,NA
Mongolia,Asia,2000,21.6,5.51,18.1,12.1,81.9,17.7,10.7,2400000,1.54,62
Montenegro,Europe,2000,117,7.88,30.9,28.2,69.1,80.7,16.9,614000,45.6,73.9
Morocco,Africa,2000,53.8,4.18,70.6,54,29.4,15.8,3.98,28800000,64.6,69.3
Mozambique,Africa,2000,14.1,5.96,27.6,12.6,72.4,10.2,17,17700000,23,50.5
Myanmar,Asia,2000,3.38,2.12,86.6,85.9,13.4,0.45,1.15,46700000,70.6,58.7
Namibia,Africa,2000,126,6.11,31.1,5.64,68.9,86.9,13.1,1790000,2.31,54.5
Nauru,NA,2000,333,12.3,18.5,2.92,81.5,271,11.2,10300,502,NA
Netherlands,Europe,2000,1930,7.96,36.9,8.98,63.1,1210,11.4,15900000,472,78.1
New Zealand,Oceania,2000,1050,7.62,22,15.4,78,820,15.6,3860000,14.7,78.3
Nicaragua,Americas,2000,54.3,6.99,46.5,NA,53.5,29,13.1,5070000,41.8,75
Niger,Africa,2000,5.3,3.35,56.2,45.2,43.8,2.32,8.43,11300000,8.96,51.8
Nigeria,Africa,2000,17.1,4.56,66.5,61.6,33.5,5.72,4.22,122000000,134,55.2
North Macedonia,NA,2000,157,8.76,42.5,42.2,57.5,90.1,14.8,2030000,80.7,73.9
Norway,Europe,2000,3160,8.42,17.4,16.7,82.5,2600,16.4,4500000,12.3,78.6
Oman,Asia,2000,264,3.07,18.3,11.8,81.8,216,7.07,2270000,7.33,73
Pakistan,Asia,2000,14.9,3.02,78.8,63.5,21.3,3.16,2.35,142000000,180,61.9
Palau,NA,2000,802,12.8,33.7,24,66.3,532,12.1,19100,41.7,NA
Panama,Americas,2000,305,7.76,31.9,NA,68.1,208,21.3,3030000,40.8,77.4
Papua New Guinea,NA,2000,25.9,3.98,18.3,10.2,81.7,21.2,9.89,5850000,12.3,56
Paraguay,Americas,2000,124,9.39,60.1,NA,39.9,49.5,17.7,5320000,13.3,74.5
Peru,Americas,2000,96.8,4.69,41.3,NA,58.7,56.8,14.9,26500000,20.2,74.7
Philippines,Asia,2000,33.6,3.21,52.4,40.5,47.6,16,8.42,78000000,262,69.3
Poland,Europe,2000,247,5.52,30,30,70,173,9.41,38600000,126,73.9
Portugal,Europe,2000,1070,9.32,34,24.9,66,704,15,10300000,113,76.7
Qatar,NA,2000,688,2.29,31.2,26.4,68.8,473,5.02,592000,51,74.1
Romania,Europe,2000,86.6,5.21,32.3,NA,67.7,58.6,9.15,22100000,96.1,71.1
Russia,NA,2000,96,5.42,40.1,30,59.9,57.5,12.7,146000000,8.94,65.5
Rwanda,Africa,2000,9.04,4.22,60.8,24.8,39.2,3.54,8.17,7930000,325,49.6
Samoa,NA,2000,79,6.02,23.3,19,76.8,60.6,21.4,174000,61.7,71.7
San Marino,NA,2000,2160,7.52,14,NA,86,1860,20.4,27500,457,NA
Sao Tome and Principe,Africa,2000,51.6,9.49,61.9,50,38.1,19.6,8.99,142000,144,64.6
Saudi Arabia,Asia,2000,400,4.26,28.4,18.9,71.7,287,9.16,20700000,9.66,74.7
Senegal,Africa,2000,21.3,4.33,63.2,57.9,36.8,7.85,8.53,9800000,51.3,60.6
Serbia,Europe,2000,60,7.42,30,25.3,70,42,13.5,9490000,108,72.1
Seychelles,NA,2000,377,4.82,17.3,17.1,82.7,311,7.29,81000,176,71.5
Sierra Leone,Africa,2000,24,15.6,86.8,82.3,13.3,3.18,7.43,4580000,63.2,50.9
Singapore,Asia,2000,580,2.41,48.6,46,51.4,298,6.21,4030000,5590,79.3
Slovak Republic,Europe,2000,208,5.5,10.6,NA,89.4,186,9.43,5400000,112,73.5
Slovenia,Europe,2000,830,8.26,26,NA,74,614,13.2,1990000,98.7,76
Solomon Islands,NA,2000,48.4,6.93,5.43,2.94,94.6,45.8,20.8,413000,14.7,61.5
Somalia,Africa,2000,6.78,2.44,55.2,55.2,44.8,3.04,4.22,8870000,14.4,52.5
South Africa,Africa,2000,251,8.46,59.5,14.9,40.5,102,10.9,45000000,37.7,55.6
South Korea,NA,2000,509,4.48,51.4,41.5,48.6,NA,9.71,47400000,487,76.3
Spain,Europe,2000,1040,7.21,28.4,NA,71.6,745,13.2,40800000,82,79.4
Sri Lanka,Asia,2000,32.3,3.71,51.2,42.6,48.8,15.8,6.78,18800000,300,71.6
St. Kitts and Nevis,NA,2000,388,5.48,39.6,NA,60.4,234,9.59,44100,175,NA
St. Lucia,NA,2000,231,5.13,38.1,NA,61.9,143,11.7,157000,257,73.8
St. Vincent and the Grenadines,NA,2000,137,3.72,17.8,NA,82.2,113,10.8,108000,277,71.2
Sudan,Africa,2000,12.2,3.37,72.7,66.1,27.3,3.32,8.29,27300000,15.4,63.4
Suriname,NA,2000,152,7.96,51.2,NA,48.8,74,9.69,471000,3.03,69.5
Swaziland,Africa,2000,75.3,5.38,43.7,18.5,56.3,42.4,10.6,1010000,61.7,48.3
Sweden,Europe,2000,2280,8.18,15.1,13.8,84.9,1940,12.6,8880000,21.6,79.8
Switzerland,Europe,2000,3520,10.2,44.6,33,55.4,1950,16,7140000,181,80.1
Syria,Asia,2000,59.2,4.92,59.5,59.5,40.5,23.9,6.54,16400000,89.4,72.5
Tajikistan,NA,2000,6.47,4.64,79.6,78.8,20.4,1.32,6.46,6220000,44.4,67.8
Tanzania,Africa,2000,10.1,3.38,56.6,47.3,43.4,4.38,10.2,33500000,38.6,53.5
Thailand,Asia,2000,66,3.4,43.9,33.7,56.1,37,9.95,63000000,123,71.8
Timor-Leste,NA,2000,31.9,8.38,25.1,7.78,74.9,23.9,12.7,884000,58.6,65.3
Togo,Africa,2000,13.1,4.73,68.9,59.7,31.1,4.08,8.48,4920000,91.4,56.9
Tonga,NA,2000,91.2,6.06,29.3,22.7,70.8,64.5,13.3,98000,136,70.7
Trinidad and Tobago,Americas,2000,245,3.88,57,NA,43,106,5.79,1270000,247,70.4
Tunisia,Africa,2000,122,5.95,45.1,36.2,54.9,67.2,8.11,9710000,62.4,74.3
Turkey,Europe,2000,205,4.95,37.1,27.6,62.9,129,9.76,63200000,82.2,74.1
Turkmenistan,NA,2000,45.1,4.04,20.4,20.4,79.6,35.9,13.7,4520000,9.61,66.7
Tuvalu,NA,2000,232,15.7,0.12,NA,99.9,231,7.15,9390,314,NA
Uganda,Africa,2000,15.6,6.58,73.2,41.5,26.9,4.19,7.26,23700000,120,49.1
Ukraine,NA,2000,35.7,5.59,48.2,44,51.8,18.5,8.4,48800000,84.3,68
United Arab Emirates,NA,2000,885,2.57,34.9,26.9,65.1,577,7.64,3130000,37.7,71.8
United Kingdom,Europe,2000,1760,7.01,20.8,13.4,79.2,1390,15.1,58900000,244,78
United States,Americas,2000,4700,13.4,56.8,14.5,43.2,2030,17.1,282000000,30.8,76.9
Uruguay,Americas,2000,584,8.49,27.7,NA,72.3,422,20.5,3320000,19,74.6
Uzbekistan,NA,2000,31.7,5.71,55.9,54.3,44.1,14,6.05,24800000,58.4,67.3
Vanuatu,NA,2000,52.5,3.57,23.4,16.7,76.6,40.2,10.5,185000,15.2,63.4
Venezuela,Americas,2000,274,5.69,58.5,NA,41.5,114,7.98,24200000,27.8,74
Vietnam,Asia,2000,20.9,5.28,69,66,30.9,6.47,6.62,79900000,259,71.5
Yemen,NA,2000,25.3,4.46,46.2,43.6,53.8,13.6,8.3,17400000,33.9,63.3
Zambia,Africa,2000,18,5.67,48.7,39.2,51.3,9.23,9.38,10400000,14.2,46
Zimbabwe,Africa,2000,59.7,9.99,47.2,22.6,52.8,31.5,10.7,11900000,31.6,46.6
Afghanistan,Asia,2001,NA,NA,NA,NA,NA,NA,NA,21600000,32.1,54.8
Albania,Europe,2001,79.9,6.04,61.8,61.7,38.2,30.5,7.24,3130000,114,75.2
Algeria,Africa,2001,67.8,3.84,22.6,21.7,77.4,52.5,9.51,31500000,13.3,74.2
Andorra,NA,2001,1290,6.79,31.3,21.9,68.8,890,19.2,67300,143,81.4
Angola,Africa,2001,21.4,3.45,14.5,14.5,85.5,18.3,6.06,16900000,13.6,52.4
Antigua and Barbuda,NA,2001,406,4.61,34.5,30,65.5,266,9.37,77200,193,74.9
Argentina,Americas,2001,678,9.41,45.8,29.3,54.2,367,14.3,37300000,13.7,74.3
Armenia,NA,2001,41.1,5.95,73.3,69.6,26.7,11,6.73,3050000,107,72.6
Australia,Oceania,2001,1630,8.12,33.7,19.3,66.3,1080,15.4,19200000,2.51,80
Austria,Europe,2001,2390,10,23.9,16.1,76.1,1820,14.8,8100000,98.3,78.7
Azerbaijan,NA,2001,31.2,4.48,81.1,63.3,18.9,5.9,5.57,8200000,99.2,67.2
Bahamas,NA,2001,1100,5.88,52.5,21.1,47.5,524,13.6,303000,30.3,71.6
Bahrain,Asia,2001,528,4.26,33,22.8,67,354,10.3,698000,918,73.7
Barbados,NA,2001,635,6.67,32.4,NA,67.6,429,11.9,272000,630,75.3
Belarus,NA,2001,81.8,6.63,28.4,18.3,71.5,58.5,10.1,9810000,48.7,68.3
Belgium,Europe,2001,1880,8.29,24.6,19.7,75.4,1410,12.7,10300000,341,78.1
Belize,NA,2001,152,4.49,42.3,NA,57.7,88,7.36,255000,11.2,70.9
Benin,Africa,2001,17.4,4.69,50.8,50.7,49.3,8.58,12,7080000,62.8,57.7
Bhutan,NA,2001,50.1,6.47,21.6,21.6,78.4,39.3,9.8,604000,15.5,67.1
Bolivia,Americas,2001,60.6,6.31,40.7,NA,59.3,36,10,8580000,7.84,67.2
Bosnia and Herzegovina,Europe,2001,111,7.16,39.3,39.3,60.7,67.1,9.44,3760000,73.9,75.5
Botswana,Africa,2001,180,5.33,30,10.2,70,126,9.74,1670000,3.1,52.8
Brazil,Americas,2001,228,7.27,57.7,NA,42.3,96.3,4.75,177000000,21.3,71.8
Brunei,NA,2001,532,4.26,18.9,18.8,81.1,432,6.61,340000,64.5,74
Bulgaria,Europe,2001,129,7.37,41.6,NA,58.4,75.5,10.6,7930000,73.1,71.9
Burkina Faso,Africa,2001,11,4.94,62.6,59.1,37.4,4.11,9.81,11900000,43.7,52.8
Burundi,Africa,2001,6.91,6.78,66.7,48,33.3,2.3,8.29,6530000,255,45.7
Cambodia,Asia,2001,22.4,7.1,76.5,61.7,23.5,5.27,10.4,12400000,70.3,60.8
Cameroon,Africa,2001,28.2,4.7,76,71.7,24,6.78,6.79,15900000,33.2,54.7
Canada,Americas,2001,2150,9.32,30,15.2,70,1500,15.5,30900000,3.41,79.5
Cape Verde,NA,2001,63.6,5.02,24.2,24.1,75.8,48.2,11.6,436000,110,71.5
Central African Republic,Africa,2001,9.85,3.83,61.2,58.1,38.8,3.82,11.5,3720000,6.15,44.3
Chad,Africa,2001,12.1,6.02,60.2,57.9,39.8,4.81,13.8,8680000,6.88,52.3
Chile,Americas,2001,371,8.42,57,NA,43,159,14.8,15500000,20.8,76.8
China,Asia,2001,47.3,4.58,64.4,60,35.6,16.8,9.34,1300000000,138,72.6
Colombia,Americas,2001,178,7.29,29.7,NA,70.3,125,18.6,40300000,36.9,74.3
Comoros,Africa,2001,8.78,2.3,52.5,52.5,47.5,4.17,4.98,556000,299,62.5
"Congo, Dem. Rep.",Africa,2001,5.89,4.41,94.8,68.3,5.18,0.31,2.79,48400000,21.3,54.1
"Congo, Rep.",Africa,2001,21,2.42,45,45,55,11.6,4.22,3220000,9.71,53.6
Costa Rica,Americas,2001,292,7.13,24.7,NA,75.3,220,21.4,4030000,78.3,78
Cote d'Ivoire,Africa,2001,24.7,3.96,75.8,74,24.2,5.98,5.62,16900000,53.6,52.7
Croatia,Europe,2001,376,7.24,16.7,NA,83.3,313,13.8,4410000,78.8,74.8
Cuba,Americas,2001,180,6.33,10.4,NA,89.6,161,11.4,11200000,105,77.1
Cyprus,NA,2001,776,5.78,57.6,55.2,42.4,329,6.45,960000,104,77
Czech Republic,Europe,2001,404,6.42,10.2,10.2,89.8,363,13.1,10300000,133,75.3
Denmark,Europe,2001,2730,9.1,15.8,14.4,84.2,2300,14.1,5360000,126,77.2
Djibouti,Africa,2001,41.4,5.42,35.1,34.6,64.9,26.9,11.8,733000,31.6,60.8
Dominica,NA,2001,236,6.17,32.3,NA,67.7,160,8.5,69700,92.9,73.9
Dominican Republic,Americas,2001,174,6.2,68.9,NA,31.1,54.1,11.9,8600000,180,74
Ecuador,Americas,2001,78.2,4.62,65.5,NA,34.5,27,8.48,12900000,51.8,74.8
Egypt,Africa,2001,75.8,5.78,59.5,58.3,40.5,30.7,7.7,70200000,71.6,68.5
El Salvador,Americas,2001,181,7.82,54.5,NA,45.5,82.3,13.4,5930000,285,72.3
Equatorial Guinea,Africa,2001,64.5,1.99,40.1,35.2,59.9,38.6,9.75,632000,22.8,57.3
Eritrea,Africa,2001,9.17,5.08,47.3,47.3,52.7,4.83,4.58,2370000,34.6,54.5
Estonia,NA,2001,252,5.53,30.9,16.7,69.1,174,11,1390000,32.8,70.8
Ethiopia,Africa,2001,5.65,4.73,42.9,34.5,57.1,3.23,9.78,68200000,68.5,53
Fiji,NA,2001,66.4,3.26,19.3,12.3,80.7,53.5,8.35,814000,44.6,66.3
Finland,Europe,2001,1780,7.42,28,21.8,72,1280,11.1,5200000,17.1,78.2
France,Europe,2001,2230,10.2,20.6,7.17,79.4,1770,15.7,59400000,109,79.2
Gabon,Africa,2001,107,2.86,58,58,42,44.8,4.05,1260000,4.9,59
Gambia,Africa,2001,18.2,5.81,62.6,33.6,37.4,6.81,7,1360000,126,61.9
Georgia,NA,2001,53.7,7.82,82.2,72.3,17.8,9.54,7.78,4300000,67.2,73
Germany,Europe,2001,2400,10.5,20.7,11.6,79.3,1900,17.5,81500000,234,78.6
Ghana,Africa,2001,15.2,5.6,43,27.6,57,8.65,9.76,19800000,85.4,59.4
Greece,Europe,2001,1050,8.8,39.2,37,60.8,640,11.8,11100000,86.8,79
Grenada,NA,2001,392,7.63,41.1,NA,58.9,231,15.1,103000,300,74.1
Guatemala,Americas,2001,104,6.38,62.6,NA,37.4,38.8,15.8,11900000,111,68.6
Guinea,Africa,2001,20.1,5.88,78.5,78.1,21.5,4.31,6.39,8420000,36.5,54.8
Guinea-Bissau,Africa,2001,9.23,5.87,83.8,49.8,16.1,1.49,2.2,1230000,45.1,52.3
Guyana,NA,2001,53.4,5.64,18.7,NA,81.3,43.4,10,745000,3.82,66.2
Haiti,Americas,2001,22.5,5.63,73.8,NA,26.1,5.88,14.7,8610000,315,57.9
Honduras,Americas,2001,65.7,5.45,33.6,NA,66.3,43.6,17.1,6750000,59.8,70.7
Hungary,Europe,2001,375,7.24,31,27.7,69,259,10.4,10200000,113,72.4
Iceland,Europe,2001,2670,9.55,18.6,18.6,81.4,2180,18.3,283000,2.82,80.4
India,Asia,2001,20.9,4.64,76.1,70.4,23.9,4.99,3.4,1080000000,360,63.3
Indonesia,Asia,2001,16.6,2.23,56.8,41.8,43.2,7.15,4.65,214000000,118,67.6
Iran,Asia,2001,294,5.09,56.3,53.7,43.7,128,9.76,66400000,41.2,73.7
Iraq,Asia,2001,24.5,2.81,98.3,98.3,1.74,0.43,0.15,24200000,55.8,67.6
Ireland,Europe,2001,1830,6.69,24.3,15,75.7,1390,15.3,3840000,56.7,77.2
Israel,Asia,2001,1500,7.87,36.8,26.7,63.2,950,9.74,6060000,283,78.9
Italy,Europe,2001,1610,8.17,25.4,22.1,74.7,1200,12.8,56900000,196,79.8
Jamaica,Americas,2001,178,5.1,56.6,NA,43.4,77.3,4.26,2670000,247,74.2
Japan,Asia,2001,2550,7.93,18.6,15.2,81.4,2080,16.7,128000000,350,81.7
Jordan,Asia,2001,181,9.9,51.7,38.4,48.3,87.5,10.9,5220000,58.5,73.1
Kazakhstan,NA,2001,51.7,3.48,43.5,42.6,56.5,29.2,8.41,14900000,5.57,65.5
Kenya,Africa,2001,18.7,4.62,55.3,44.5,44.7,8.37,8.45,32800000,56.8,55.7
Kiribati,NA,2001,66,8.87,5.06,NA,94.9,62.6,7.19,85800,106,59.5
Kuwait,Asia,2001,626,3.61,18.6,17.4,81.4,510,9.86,2100000,118,79.3
Kyrgyz Republic,NA,2001,14.7,4.79,58.9,53.3,41.1,6.03,11.9,4960000,25.9,67
Lao,NA,2001,12.9,3.98,72,50.3,28,3.61,5.57,5410000,23.5,57.6
Latvia,NA,2001,215,6.1,48.8,NA,51.2,110,9.03,2360000,37.9,70.2
Lebanon,Asia,2001,433,9.33,62.7,47.1,37.3,162,10.4,3990000,328,75.7
Lesotho,Africa,2001,26.7,7.75,41.9,30.1,58.1,15.5,9.05,2040000,62.1,47.7
Liberia,Africa,2001,9.73,5.27,70.6,34.9,29.4,2.86,11.5,2950000,31.1,55.2
Libya,Africa,2001,222,3.96,35.4,35.4,64.6,143,5.75,5440000,3.09,73.3
Lithuania,NA,2001,220,6.26,27.4,NA,72.7,160,12.4,3470000,55.4,71.8
Luxembourg,NA,2001,3390,7.4,15.8,12.5,84.3,2850,16.4,440000,170,78.3
Madagascar,Africa,2001,10.9,3.83,30.8,16.1,69.2,7.58,15,16300000,27.9,59.6
Malawi,Africa,2001,7.53,5.06,56.2,23.9,43.8,3.3,8.72,11400000,124,44.9
Malaysia,Asia,2001,138,3.57,39,27.6,61,84.3,7.83,23700000,72.1,73.2
Maldives,NA,2001,152,5.37,41.9,23.1,58.1,88.5,10.4,286000,957,73
Mali,Africa,2001,16.6,6.39,55.1,55,44.9,7.45,11.9,11300000,9.26,54
Malta,NA,2001,675,7.23,30.6,NA,69.4,468,11.8,396000,1250,78.7
Marshall Islands,NA,2001,412,19.5,14,10.5,86,355,18.9,51400,290,62
Mauritania,Africa,2001,19.6,4.77,40.1,37.9,59.9,11.7,8.12,2700000,2.71,63.9
Mauritius,Africa,2001,145,3.8,48.2,35.6,51.8,75.3,10.8,1190000,588,72.4
Mexico,Americas,2001,373,5.45,55.2,NA,44.8,167,16.6,100000000,53,74.9
"Micronesia, Fed. Sts.",NA,2001,190,8.83,5.59,5.59,94.4,179,12.5,107000,153,65.9
Moldova,NA,2001,29,7.11,54.9,47.1,45.1,13.1,10.9,4190000,127,68.9
Monaco,NA,2001,2480,3.29,12.6,7,87.4,2170,13.8,32500,21700,NA
Mongolia,Asia,2001,23.6,5.66,15.8,10.5,84.2,19.9,10.9,2420000,1.56,62.4
Montenegro,Europe,2001,155,8.86,29.5,26.9,70.5,110,16.9,613000,45.6,74
Morocco,Africa,2001,57.5,4.44,67.8,51.8,32.2,18.5,4.43,29100000,65.4,69.7
Mozambique,Africa,2001,11.9,5.47,27.5,12.7,72.5,8.65,14.8,18200000,23.6,50.6
Myanmar,Asia,2001,2.62,2.08,88.2,87.5,11.8,0.31,0.992,47200000,71.4,59.1
Namibia,Africa,2001,113,6.18,43.7,2.98,56.3,63.6,10.3,1820000,2.35,53.9
Nauru,NA,2001,313,12.4,19.3,3.05,80.7,252,14,10200,503,NA
Netherlands,Europe,2001,2070,8.3,37.2,8.7,62.8,1300,11.5,16000000,475,78.3
New Zealand,Oceania,2001,1050,7.72,23.6,17,76.4,804,15.8,3910000,14.8,78.6
Nicaragua,Americas,2001,54.7,6.82,46.1,NA,53.9,29.5,15.6,5150000,42.4,75
Niger,Africa,2001,6.15,3.7,51.4,41.3,48.6,2.99,10.1,11800000,9.29,52.4
Nigeria,Africa,2001,18.2,5.22,68.7,62.7,31.4,5.7,3.2,125000000,138,55.4
North Macedonia,NA,2001,145,8.5,41.2,40.8,58.8,85.2,12.3,2040000,81,73.7
Norway,Europe,2001,3330,8.8,16.4,15.7,83.6,2790,16.7,4520000,12.4,78.8
Oman,Asia,2001,263,3.09,17.9,11.3,82.1,216,6.61,2290000,7.41,73.4
Pakistan,Asia,2001,13,2.83,79.5,62,20.5,2.67,2.33,146000000,184,62.1
Palau,NA,2001,666,10.4,19.6,13.3,80.4,536,13,19400,42.2,NA
Panama,Americas,2001,303,7.72,32.9,NA,67.1,203,10.6,3090000,41.6,77.7
Papua New Guinea,NA,2001,25.2,4.54,17.2,9.62,82.8,20.9,11,5970000,12.6,55.9
Paraguay,Americas,2001,107,9.05,65.1,NA,34.9,37.3,16.1,5430000,13.6,74.8
Peru,Americas,2001,96.3,4.68,42.1,NA,57.9,55.8,15.3,26800000,20.5,75.6
Philippines,Asia,2001,29,3,55.8,43.9,44.2,12.8,7.21,79700000,267,69.2
Poland,Europe,2001,292,5.86,28.1,28.1,71.9,210,9.62,38500000,126,74.3
Portugal,Europe,2001,1080,9.29,33.9,24.9,66.1,716,14.4,10300000,114,77
Qatar,NA,2001,768,2.66,27.8,23.6,72.2,554,5.98,615000,53.1,74.9
Romania,Europe,2001,97.5,5.38,34.1,NA,65.9,64.2,9.79,22000000,95.5,71.1
Russia,NA,2001,119,5.67,41.3,30.5,58.7,69.8,12.4,146000000,8.9,65.5
Rwanda,Africa,2001,8.64,4.36,51.1,23.6,48.9,4.22,9.83,8230000,338,50.8
Samoa,NA,2001,77.7,5.76,25,21.1,75,58.3,19.6,175000,62,71.8
San Marino,NA,2001,2180,7.36,14,NA,86,1880,20.2,27800,463,NA
Sao Tome and Principe,Africa,2001,51.8,9.71,63.1,40.5,36.9,19.1,7.05,145000,148,65
Saudi Arabia,Asia,2001,399,4.51,27.9,18.5,72.1,288,8.76,21200000,9.91,74.8
Senegal,Africa,2001,22.6,4.53,62.8,57.2,37.2,8.4,8.08,10000000,52.6,61.2
Serbia,Europe,2001,115,7.58,31.5,26.6,68.5,78.8,13.5,9410000,108,72.4
Seychelles,NA,2001,363,4.64,14.9,14.7,85.1,309,8.33,82400,179,71.7
Sierra Leone,Africa,2001,28,15,85.7,81.6,14.3,4,7.23,4750000,65.7,51.4
Singapore,Asia,2001,605,2.75,54.9,52.1,45.1,273,5.59,4080000,5740,79.6
Slovak Republic,Europe,2001,216,5.5,10.7,NA,89.3,193,11.1,5400000,112,73.7
Slovenia,Europe,2001,882,8.57,26.7,NA,73.3,646,13.3,1990000,98.7,76.2
Solomon Islands,NA,2001,61.3,9.46,4.13,2.24,95.9,58.7,34.4,424000,15.1,61.3
Somalia,Africa,2001,3.86,2.25,55.4,55.4,44.6,1.72,4.19,9190000,14.8,53
South Africa,Africa,2001,229,8.78,60.5,14.3,39.5,90.5,11.2,45600000,38.2,54.9
South Korea,NA,2001,539,5.06,45.1,36.3,54.9,296,11.6,47700000,491,76.8
Spain,Europe,2001,1080,7.24,28.8,NA,71.2,771,13.3,41300000,83,79.7
Sri Lanka,Asia,2001,31.1,3.74,53.9,45.4,46.1,14.3,6.28,18900000,302,72.7
St. Kitts and Nevis,NA,2001,374,5.09,40.3,NA,59.7,223,9.52,44600,177,NA
St. Lucia,NA,2001,245,5.66,38.3,NA,61.7,151,12.2,158000,260,74.1
St. Vincent and the Grenadines,NA,2001,145,3.64,19.1,NA,80.9,118,10.1,108000,277,71.7
Sudan,Africa,2001,13.5,3.52,72.4,66,27.6,3.72,8.04,28000000,15.8,63.8
Suriname,NA,2001,130,8.07,52,NA,48,62.6,11.1,477000,3.06,69.5
Swaziland,Africa,2001,63.7,5.3,42.6,17.9,57.4,36.6,10.2,1010000,62.4,46.5
Sweden,Europe,2001,2260,8.86,18.9,16.6,81.1,1840,13.2,8900000,21.7,79.8
Switzerland,Europe,2001,3710,10.6,43.1,31.8,56.9,2110,17.3,7180000,182,80.5
